Number Order Height Timestamp Address Amount(Meer) TimeWeight TotalLockAmount(Meer) profit(Meer)
577 151252 151219 1637474534 MmVka7EtUVq8u8wNqmBor4nBui7SpAUk9Gt 1500 5 503253.74265250 181.05994787
578 151280 151246 1637475290 MmSBoy37jGkkMTE1sk7L9KfVqrFm8khf71W 51 5 503304.74265250 6.15603822
579 151375 151340 1637478082 MmKxvwKiG86cCxZ145TEGQkbnfeXi1G7LPY 500 5 503804.74265250 60.35331595
580 151494 151459 1637481363 MmYoqA6R8uJCEvcJTNo9hs2tscXmLhzGtSe 500 5 504304.74265250 60.35331595
581 151503 151468 1637481585 MmLBXnZcU36WtiAAgRcwAYKv9Fr5gfmDqSb 500 5 504804.74265250 60.35331595
582 151594 151557 1637485420 Mmh9B3rUPomvGF5s5wNAU3LHiYRZ4PjnX9S 499.999 5 505304.74165250 60.35319525
583 151803 151764 1637491002 MmcnmbvX441EdLhxD9SjMnXvhrfJJt1Bx4L 154 5 505458.74165250 18.58882131
584 151890 151850 1637493522 MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm 3 5 505461.74165250 0.36211989
585 152113 152069 1637500312 MmLdQYHXqF89JjAyoaZ5smfYdk8UbKRhEJK 500.1 5 505961.84165250 60.36538662
586 153674 153626 1637547724 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 50 5 506011.84165250 6.03533159
587 154146 154097 1637561596 MmVka7EtUVq8u8wNqmBor4nBui7SpAUk9Gt 500 5 506511.84165250 60.35331595
588 154484 154435 1637571713 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 200 5 506711.84165250 24.14132638
589 155099 155046 1637589926 MmXrVxonfgmkk3Pidt7GYmjDvv8K6Qq8zTG 2000 5 508711.84165250 241.41326382
590 155131 155077 1637590653 MmYZ2kMr3teFLN8JKFrsSPuZN8yyB7brwSB 130 5 508841.84165250 15.69186214
591 156543 156485 1637633563 MmU1Pq5snhfZtq4WSNLpUpab8awmfjNea44 500 5 509341.84165250 60.35331595
592 156559 156501 1637634012 MmY6e9yakafdsbtgVUdaZEFkzWrn8B3jpMX 4999 5 514340.84165250 603.41245293
593 156770 156710 1637640110 MmVYoG5hQ5ANTvSb5y7LpzrXQf2d1e61qQr 400 5 514740.84165250 48.28265276
594 156788 156727 1637640748 MmQrd3iSHZKryrTnyGfiHQ6xtyjKWTtgpAR 4999 5 519739.84165250 603.41245293
595 156827 156765 1637641900 MmLQB7g7VsLxo882fL4iEtLTyMrzevoCMQA 500 5 520239.84165250 60.35331595
596 156886 156823 1637643328 MmSAMyu65oY1vdLMNKxFX5DhZ3RQRmP2fsk 2000 5 522239.84165250 241.41326382
597 157002 156938 1637647234 MmZYrC2CKGNaUPFy82gueprG1N59WMprH5A 5000 5 527239.84165250 603.53315957
598 157026 156961 1637647854 MmiFN1oH8urXTencsxWPLCLAAYHTndTczzg 4000 5 531239.84165250 482.82652765
599 157035 156970 1637648236 MmffLLdETmskgEqGnMoLT9vSkLXXUiKNsNC 500 5 531739.84165250 60.35331595
600 157058 156993 1637648754 MmVka7EtUVq8u8wNqmBor4nBui7SpAUk9Gt 500 5 532239.84165250 60.35331595
601 157073 157008 1637649151 MmfvxtLu4JxDSt73L2taDqcPgGTiErCtQcS 500 5 532739.84165250 60.35331595
602 157098 157033 1637649903 MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm 0.009 5 532739.85065250 0.00108635
603 157158 157093 1637651734 MmRw2FxsrWXMiFV8h2QmeMakteJ7jvAz2HB 500 5 533239.85065250 60.35331595
604 157593 157523 1637664537 MmZv4fpJeoVeRr7S5n34UmZNatLWu1usqem 500 5 533739.85065250 60.35331595
605 157630 157558 1637665679 MmLaZiwRNbu5SfXYgmHDCJ8SJ8pGPxRMMQY 500 5 534239.85065250 60.35331595
606 157641 157569 1637666012 MmhJC82kZq3EQxJQCqTwdx1caKg4FJS1XS4 500 5 534739.85065250 60.35331595
607 157777 157705 1637669983 MmTBXbZ9yTXe9ETRsG2xfyk5NAAabtAWSbR 1000 5 535739.85065250 120.70663191
608 157969 157890 1637676115 Mmd88VtTy5A3AfxueJtcSV3YQMXfAvb2zvk 500 5 536239.85065250 60.35331595
609 158048 157969 1637678385 MmUMcjj4J6x5ZzTbvrXDMhgjF2yifMed5gG 500 5 536739.85065250 60.35331595
610 158149 158066 1637680760 MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm 142.259 5 536882.10965250 17.17160474
611 158187 158104 1637681883 MmSPoCHbTsR8VZ7rqgmhRRBrBJeGbUQemw3 500 5 537382.10965250 60.35331595
612 158254 158171 1637683982 MmSPoCHbTsR8VZ7rqgmhRRBrBJeGbUQemw3 500 5 537882.10965250 60.35331595
613 158763 158678 1637698889 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 100 5 537982.10965250 12.07066319
614 159477 159388 1637720508 MmL3Uqm518c8drKma4VjmhRkwr6XBqpdzgX 600 5 538582.10965250 72.42397914
615 159788 159697 1637730308 MmRirryujF3XKkQkh2BUEDui5eVgri6B5B3 500 5 539082.10965250 60.35331595
616 159796 159704 1637730589 MmWTpvy4CCGsJrqMx4jquAz4sTiyZ3deDiE 10000 5 549082.10965250 1207.06631914
617 159917 159821 1637734075 MmZku2BAYP77uKj63Gms2qdEfeffx8TW5g4 500 5 549582.10965250 60.35331595
618 159920 159823 1637734110 MmYS3Mwa6bn7Y9E7gscYQX1JKfHMacNM3Dx 500 5 550082.10965250 60.35331595
619 159934 159837 1637734589 MmXGDKbhzTxGix25EKotC8DPTUcFMvWPxym 500 5 550582.10965250 60.35331595
620 159982 159884 1637735947 MmXrVxonfgmkk3Pidt7GYmjDvv8K6Qq8zTG 1000 5 551582.10965250 120.70663191
621 159987 159889 1637736092 MmiFN1oH8urXTencsxWPLCLAAYHTndTczzg 2000 5 553582.10965250 241.41326382
622 160250 160149 1637743709 MmiLv4mQu85EvJz7Tb6hcMqhJ4VmjFeN4xR 501 5 554083.10965250 60.47402258
623 160273 160172 1637744323 MmNFV8WgmxHNCTApT2rWYB5bf9YFMPsgQTr 107 5 554190.10965250 12.91560961
624 160386 160284 1637747636 MmQcg16q1K712MJfpJbFf4tcnmf6AoRFmkr 499.99 5 554690.09965250 60.35210889
625 160419 160317 1637748577 MmfAukuXYREazeVCDC3cPt3b7Yw9ADHxyuX 500 5 555190.09965250 60.35331595
626 160590 160482 1637753620 MmLephTaokmymR9ug7eH5JohRdNw4uXiie6 501 5 555691.09965250 60.47402258
627 160608 160500 1637754027 Mmbgkqx9h6b7abENQwF1aFkAjqtKdDj2TwN 500 5 556191.09965250 60.35331595
628 160680 160570 1637756087 Mme2S1C6wTwFD4hKoDoKiWhkv64ak3MTRD2 500 5 556691.09965250 60.35331595
629 160805 160693 1637759970 Mmgihgn5BZE8xDhh61MqKomF7CFLHmDEZQY 500 5 557191.09965250 60.35331595
630 161065 160946 1637767583 MmXSCZgov3VtpkpSGUkGF5Ezm8viZX8DuZK 500 5 557691.09965250 60.35331595
631 161090 160970 1637768398 Mmc82hjURu1ZNG9LLDYdug6p3EJdDug2GXf 1000 5 558691.09965250 120.70663191
632 162142 162018 1637800221 MmR3yfPYwtaWHmAxjSRWP5ymxH4HFtws39K 1000 5 559691.09965250 120.70663191
633 162157 162032 1637800478 MmTj8G6QyrAJhunACnLJAz1XQahwLYHyuvN 500 5 560191.09965250 60.35331595
634 162280 162155 1637804118 MmKsfKXaAM1256oVMgkRy2SXZjV5M9U5BU4 500.5 5 560691.59965250 60.41366927
635 162384 162253 1637806779 MmQHRcP7KmPRci1jNwPZXvNsHdJPuQ14Jbe 500.5 5 561192.09965250 60.41366927
636 162446 162313 1637808358 MmhtDk5pZsuSWiDys29zcr69A1CG7Foor4t 500 5 561692.09965250 60.35331595
637 162530 162394 1637811012 MmeC1cvygxTnaYScQ4yx7HMxtu8p8cbtohG 2505 5 564197.09965250 302.37011294
638 162543 162407 1637811580 MmhJC82kZq3EQxJQCqTwdx1caKg4FJS1XS4 500 5 564697.09965250 60.35331595
639 162633 162493 1637814459 MmhQFhdgQb5VejLZRvVLTAXGMyM4fpMhJk5 500 5 565197.09965250 60.35331595
640 162638 162496 1637814563 MmhQFhdgQb5VejLZRvVLTAXGMyM4fpMhJk5 500 5 565697.09965250 60.35331595
641 162644 162502 1637814849 MmhQFhdgQb5VejLZRvVLTAXGMyM4fpMhJk5 500 5 566197.09965250 60.35331595
642 162661 162519 1637815272 MmeC1cvygxTnaYScQ4yx7HMxtu8p8cbtohG 501 5 566698.09965250 60.47402258
643 162681 162537 1637815801 MmeC1cvygxTnaYScQ4yx7HMxtu8p8cbtohG 501 5 567199.09965250 60.47402258
644 162723 162578 1637816937 MmZku2BAYP77uKj63Gms2qdEfeffx8TW5g4 500 5 567699.09965250 60.35331595
645 162736 162591 1637817358 MmMsJM5F7AGoG8SM2aNTfJW2zQwE7AFgkbd 1500 5 569199.09965250 181.05994787
646 162737 162592 1637817429 MmiFN1oH8urXTencsxWPLCLAAYHTndTczzg 9500 5 578699.09965250 1146.71300318
647 162761 162615 1637818091 MmYS3Mwa6bn7Y9E7gscYQX1JKfHMacNM3Dx 500 5 579199.09965250 60.35331595
648 162840 162693 1637820580 MmXrVxonfgmkk3Pidt7GYmjDvv8K6Qq8zTG 2000 5 581199.09965250 241.41326382
649 162842 162695 1637820740 MmaXQdHQSMYa1xCgYTvvsvpShbeRP52fz1p 26 5 581225.09965250 3.13837242
650 162853 162706 1637821093 MmMYyFhPcUtLCTSG11ywRaGq7CXFHp6Y5RX 1500 5 582725.09965250 181.05994787
651 162928 162780 1637822722 MmPfeotwhUgedX2vCRxYECWKwb7xJJ45AxA 6499 5 589224.09965250 784.47240080
652 163248 163096 1637832333 MmS3d5HGNuYSJZ8qCixf8tKDGfJRvuw3hLe 501 5 589725.09965250 60.47402258
653 163261 163108 1637832622 MmTA7j1Jvm9eKpLYXocwKvQsJ9BBp2X8a4j 700 5 590425.09965250 84.49464233
654 163595 163436 1637842025 MmZN6y9XbwUY1iMcvYGnsbq9xLWTVy2USDY 500 5 590925.09965250 60.35331595
655 163604 163445 1637842269 Mmc7HHwAkHbourD5PByDShNrnd2sT1CmDNz 500 5 591425.09965250 60.35331595
656 163620 163461 1637842661 MmZN6y9XbwUY1iMcvYGnsbq9xLWTVy2USDY 500 5 591925.09965250 60.35331595
657 163800 163639 1637848211 MmiAZpXeVFKjnYMd9EUoah5vbrrCgSF4WZ5 501 5 592426.09965250 60.47402258
658 163916 163754 1637851595 MmQrd3iSHZKryrTnyGfiHQ6xtyjKWTtgpAR 20000 5 612426.09965250 2414.13263828
659 163933 163771 1637851859 MmQrd3iSHZKryrTnyGfiHQ6xtyjKWTtgpAR 5000 5 617426.09965250 603.53315957
660 164060 163897 1637855964 MmW1WzbLcFxB8kvTEZnBfBpNbeooWmvg2Lt 500 5 617926.09965250 60.35331595
661 164176 164010 1637859352 MmVka7EtUVq8u8wNqmBor4nBui7SpAUk9Gt 1000 5 618926.09965250 120.70663191
662 164186 164020 1637859514 MmdnaBSvJbfhcbmsh59d8udBwWr7h2XDT75 15 5 618941.09965250 1.81059947
663 164997 164831 1637883920 MmazENqv1mU9sy3C3VgKNUiVKAi2ewyZWiE 500 5 619441.09965250 60.35331595
664 165119 164952 1637887819 MmfQpEJb412i76PndWTfopU1s2QWhQq1Mic 1499 5 620940.09965250 180.93924123
665 165174 165007 1637889275 MmRQhCtZEgr1dksnbzHrEP2GVHrqhyb92wG 200 5 621140.09965250 24.14132638
666 165302 165135 1637893498 MmiAZpXeVFKjnYMd9EUoah5vbrrCgSF4WZ5 500 5 621640.09965250 60.35331595
667 165324 165155 1637893965 MmiAZpXeVFKjnYMd9EUoah5vbrrCgSF4WZ5 500 5 622140.09965250 60.35331595
668 165373 165204 1637895123 MmPaMTUje5tP6VW9HRuRZzL4216u9nsWqKU 1000 5 623140.09965250 120.70663191
669 165669 165498 1637903926 MmXrVxonfgmkk3Pidt7GYmjDvv8K6Qq8zTG 500 5 623640.09965250 60.35331595
670 165698 165526 1637905129 MmLJ3z2z5uMrvKejdtivNax3kdU81Go1DMP 1000 5 624640.09965250 120.70663191
671 165700 165528 1637905279 MmWTpvy4CCGsJrqMx4jquAz4sTiyZ3deDiE 1500 5 626140.09965250 181.05994787
672 165726 165552 1637905963 MmPwQTvvZd9PYVCowuCB13ZGCTFAKRdnKys 2001 5 628141.09965250 241.53397045
673 165779 165604 1637907894 MmRE1R5jU7u6vFb8CwULBDVrZwM8Mrt3X8T 283 5 628424.09965250 34.15997683
674 165897 165719 1637910686 MmY41GffRytxtGhtDibBAUd9qk9q9YPcFHg 1000 5 629424.09965250 120.70663191
675 165949 165769 1637911861 MmLBXnZcU36WtiAAgRcwAYKv9Fr5gfmDqSb 500 5 629924.09965250 60.35331595
676 165950 165770 1637911873 MmbNAUXfGdhQcXViNAGAtbgDqAQKUHm4FfJ 500 5 630424.09965250 60.35331595
677 165982 165801 1637912836 MmLBXnZcU36WtiAAgRcwAYKv9Fr5gfmDqSb 1500 5 631924.09965250 181.05994787
678 165988 165806 1637913010 MmaJqCCsh9V1Q5kzvooasnjQikD5WfFYLuY 500 5 632424.09965250 60.35331595
679 166025 165843 1637913895 MmaHf7YgjMZD5f98iqPrtTQJaenAYU6hU5C 200 5 632624.09965250 24.14132638
680 166432 166247 1637926641 MmY6e9yakafdsbtgVUdaZEFkzWrn8B3jpMX 5000 5 637624.09965250 603.53315957
681 166487 166300 1637927688 MmUmmioxptBBkYgLhBKgPdKJN4ra58FZGQB 10 5 637634.09965250 1.20706631
682 166507 166320 1637928234 MmcMivpY8AX5gqieDHchQTa5G1qMQr2ZDye 30 5 637664.09965250 3.62119895
683 166541 166354 1637929123 MmWWaWGbqkF1jnachSEo73unff3qbJJc6oL 300 5 637964.09965250 36.21198957
684 166600 166413 1637931460 MmcMivpY8AX5gqieDHchQTa5G1qMQr2ZDye 100 5 638064.09965250 12.07066319
685 166723 166534 1637934899 MmcXsT3NSAyQmmacrBuYtUeMH3pqiYABCpC 16000 5 654064.09965250 1931.30611062
686 166947 166757 1637941722 MmRmiDvE9Rh7uRYjvZGVHaofpbynxDdLLR1 1001 5 655065.09965250 120.82733854
687 167025 166834 1637943813 MmRmiDvE9Rh7uRYjvZGVHaofpbynxDdLLR1 501 5 655566.09965250 60.47402258
688 167875 167683 1637969166 MmfSLNd9945yqkBLQVrhtUrdxe74am9tVe3 927.504 5 656493.60365250 111.95588392
689 168015 167822 1637973858 MmVgphtxfoRUF8u5Nf67Hw7HRxMgCikGj4f 2000 5 658493.60365250 241.41326382
690 168247 168054 1637980413 MmevNWjetemicBeniyS4gP8HCryPmVqDse1 99 5 658592.60365250 11.94995655
691 168266 168072 1637981257 Mma84KVNJ1GH79uswDCyc5rUijzbrErD15q 3057 5 661649.60365250 369.00017376
692 168503 168304 1637988395 MmVka7EtUVq8u8wNqmBor4nBui7SpAUk9Gt 500 5 662149.60365250 60.35331595
693 168509 168310 1637988506 MmN3naE5eGGaveXQxvgWs3mnwDvSegyUeey 2000 5 664149.60365250 241.41326382
694 168909 168701 1637999862 MmiFN1oH8urXTencsxWPLCLAAYHTndTczzg 3500 5 667649.60365250 422.47321169
695 169409 169191 1638014348 MmWTpvy4CCGsJrqMx4jquAz4sTiyZ3deDiE 500 5 668149.60365250 60.35331595
696 169611 169389 1638020395 Mmh3xZsFpXr2w5kuy6WQdEyUimQnhqDvHKs 500 5 668649.60365250 60.35331595
697 170231 170004 1638039514 MmPBDu7xuKF5GMjw5dQ1vrtfFZKKSoHw6zQ 338 5 668987.60365250 40.79884158
698 170782 170553 1638056238 MmaXQdHQSMYa1xCgYTvvsvpShbeRP52fz1p 154 5 669141.60365250 18.58882131
699 170876 170645 1638058520 MmaXQdHQSMYa1xCgYTvvsvpShbeRP52fz1p 1 5 669142.60365250 0.12070663
700 171090 170857 1638064836 Mme127pugaMw8dQv5e6EZpPdWiEHqcBfAVQ 162 5 669304.60365250 19.55447437
701 171167 170933 1638066736 MmRVwekwMTwKRX8CJZted7Qy3t8MkGUs7NP 500 5 669804.60365250 60.35331595
702 171183 170949 1638067145 MmRVwekwMTwKRX8CJZted7Qy3t8MkGUs7NP 500 5 670304.60365250 60.35331595
703 171261 171026 1638069861 MmWgKrQS1gWPempAVfqBZpUwxCkPF4jsEps 100 5 670404.60365250 12.07066319
704 171567 171327 1638079135 MmiFN1oH8urXTencsxWPLCLAAYHTndTczzg 1500 5 671904.60365250 181.05994787
705 171750 171508 1638085105 MmcRuyxwEhepu1BxMqmXGtNwQynWjAfKXHY 100 5 672004.60365250 12.07066319
706 172719 172454 1638113708 MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm 12.972 5 672017.57565250 1.56580642
707 173110 172842 1638125893 MmQmXr8ke7nHRrpXmeUsGpMHxoC6fmuz4Qz 21 5 672038.57565250 2.53483927
708 174114 173838 1638155703 MmZmBgsAELGUC1F6wn5jDC6h9HghKCCFphJ 250 5 672288.57565250 30.17665797
709 174368 174087 1638163202 MmTTG8NT2oL4k9Gq62qWqn2G7fTf1RfU1LC 199.999 5 672488.57465250 24.14120567
710 174540 174251 1638167895 MmYidnSV5tdnZPQLy99SqTUUbJZePjjh4Xf 500 5 672988.57465250 60.35331595
711 174762 174452 1638173947 MmRkXg5qgLu2CcjKVLSvEHWY29FmY3iAkAM 1000 5 673988.57465250 120.70663191
712 174964 174651 1638179631 Mmf59mjLdrTwe4nAxtoyyKsyg8feQ54koys 1500 5 675488.57465250 181.05994787
713 175230 174902 1638187512 MmhLSAhKQTAnmKUG6MrAEtn3MJS1JHCcww4 500 5 675988.57465250 60.35331595
714 175395 175067 1638192116 MmfjeaNYhXw41HSCWM4MukFKhfYYhsUe86S 500.145 5 676488.71965250 60.37081841
715 175396 175068 1638192129 Mmet4yK7mcjgxSauQN9cwvuYQJsVAJ2dkJb 500 5 676988.71965250 60.35331595
716 175558 175228 1638196813 Mmi5a8ogNZX95X7sArxmPtL3nQHmE5q7vQR 5 5 676993.71965250 0.60353315
717 176727 176384 1638232196 MmcMivpY8AX5gqieDHchQTa5G1qMQr2ZDye 21.62 5 677015.33965250 2.60967738
718 176889 176542 1638236707 MmPasNFu2h1zKTs4oDLauPq1FKv9pkKDgdY 400 5 677415.33965250 48.28265276
719 177219 176857 1638246358 Mmf6Ez1qWZtnfLjcDKFdom8URzcchgMBcnZ 280 5 677695.33965250 33.79785693
720 177265 176899 1638247353 MmNSmWkZHzoXTnPgKFe5qvRZjuCS6aXkPaY 30 5 677725.33965250 3.62119895
721 177273 176905 1638247475 MmRoZpTtobGMyGSYd6mckwrou4s9YLbCdDG 100 5 677825.33965250 12.07066319
722 177719 177340 1638260718 MmXjyb94rT7uh5Yyh3snB9iTpx6UndmGPsc 45 5 677870.33965250 5.43179843
723 178134 177708 1638270844 MmPnWZw83eqTZ3CHkSp2HpDkFC8eRkPVvbd 500 5 678370.33965250 60.35331595
724 178143 177717 1638271102 MmcnmbvX441EdLhxD9SjMnXvhrfJJt1Bx4L 120 5 678490.33965250 14.48479582
725 180235 179655 1638329821 MmdR4wFRXWCRbfAkTaNjk1vYSVLHwmSdhX5 6 5 678496.33965250 0.72423979
726 180464 179861 1638336280 MmL5sQcDmhnPFEF2disKuEVLtcyM7M8goWb 1500 5 679996.33965250 181.05994787
727 180545 179932 1638338395 MmfBgxzmosTSJekNYzQ9x85qed7FgT1AFYt 5 5 680001.33965250 0.60353315
728 180956 180312 1638349938 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 50 5 680051.33965250 6.03533159
729 181199 180537 1638356336 MmaXQdHQSMYa1xCgYTvvsvpShbeRP52fz1p 1000 5 681051.33965250 120.70663191
730 181528 180853 1638366141 MmLQB7g7VsLxo882fL4iEtLTyMrzevoCMQA 500 5 681551.33965250 60.35331595
731 182967 182272 1638409301 MmTcWSYjy6UeZHjR5mvWSLHfoTPvKxDdcQ5 200 5 681751.33965250 24.14132638
732 183469 182711 1638421949 MmcsGFC6KgG3JYq41jVQnumtnxy4Ygp2bkk 800 5 682551.33965250 96.56530553
733 183675 182894 1638427465 Mme9FvNU6MBmJ5YVx6SYo7HiJAYLuLPY5mD 17 5 682568.33965250 2.05201274
734 183677 182896 1638427525 MmbnHWGc4qG1soJNb7ASovCzWMhwfE4moZL 40 5 682608.33965250 4.82826527
735 184244 183422 1638445132 MmWSXnMoxiZuma4D7TYpQZ6uLFYpiXa8c8X 200 5 682808.33965250 24.14132638
736 184327 183505 1638448242 MmRrs85KK9bUXHJuc31MgWpVDLiQuYgYvgt 8.5 5 682816.83965250 1.02600637
737 184417 183594 1638451124 MmgsY7WVihvTQuyWqnR1Cxy1mHSTrhPwKua 500 5 683316.83965250 60.35331595
738 184450 183627 1638452187 MmUdogbijCH4FcmifHZXrvNLPvoJuPjaqmz 1000 5 684316.83965250 120.70663191
739 185398 184574 1638480735 MmNCXReEaFeMsFdBtrEqKqB1ryk5QLG7kMv 1000 5 685316.83965250 120.70663191
740 186218 185387 1638504610 Mma84KVNJ1GH79uswDCyc5rUijzbrErD15q 500 5 685816.83965250 60.35331595
741 186348 185509 1638508010 MmYrMzJ3UepsVW6Bb9nrC6tit6jzLMwzyWj 84 5 685900.83965250 10.13935708
742 186544 185699 1638514043 MmWgKrQS1gWPempAVfqBZpUwxCkPF4jsEps 200 5 686100.83965250 24.14132638
743 186628 185783 1638516276 Mma9ezvbzSYNLEXPasWokx1GaoDtUNe1682 46 5 686146.83965250 5.55250506
744 187182 186333 1638533183 Mmah1RLFDExUR6WpSynQZ3VXRJCDtxMUjb4 1000 5 687146.83965250 120.70663191
745 188390 187524 1638568371 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 50 5 687196.83965250 6.03533159
746 189181 188295 1638591328 MmYvVNquDGNv3fiUa6edJda3oFib6TQwWty 486.999 5 687683.83865250 58.78400903
747 189959 188981 1638611532 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 50 5 687733.83865250 6.03533159
748 190063 189070 1638614134 MmL5sQcDmhnPFEF2disKuEVLtcyM7M8goWb 1.86 5 687735.69865250 0.22451433
749 190136 189143 1638616239 MmTomM8cApgqLU7GQffep3o63KZsZZ59x2m 500 5 688235.69865250 60.35331595
750 190304 189306 1638621249 MmiFN1oH8urXTencsxWPLCLAAYHTndTczzg 3500 5 691735.69865250 422.47321169
751 190348 189346 1638622466 MmWsDVQRAL3ooKB1yJwyvuMNvxNvYiFMMNu 500 5 692235.69865250 60.35331595
752 191907 190881 1638668886 MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm 58.6 5 692294.29865250 7.07340863
753 192556 191427 1638684922 MmQviHdogq5s1S2ACumxDUpfFghPHCnJ3h3 2 5 692296.29865250 0.24141326
754 192714 191553 1638688546 MmfvxtLu4JxDSt73L2taDqcPgGTiErCtQcS 500 5 692796.29865250 60.35331595
755 193103 191874 1638698362 MmdUt3quMgwKJ2Kve36ZGqru2VMyoD5bfzF 1000 5 693796.29865250 120.70663191
756 193206 191962 1638701292 Mmd1URYKeiiSxbu2mkoYepBuRjus1utwbM2 1500 5 695296.29865250 181.05994787
757 193251 192005 1638702602 MmPLPWWXHriH2n3gA6RqmfYUtRRFtKTc5DV 418.63 5 695714.92865250 50.53141731
758 193355 192109 1638705786 MmivCur3s1PnaGNxQpxrHxbiNVLgt3kPkwo 178.3 5 695893.22865250 21.52199247
759 193591 192336 1638712189 Mmh5HVDaAkZHmNTwJe1csrMUQbUtabfchoM 10 5 695903.22865250 1.20706631
760 193624 192367 1638712982 MmQrd3iSHZKryrTnyGfiHQ6xtyjKWTtgpAR 45000 5 740903.22865250 5431.79843613
761 195012 193746 1638754810 MmPLPWWXHriH2n3gA6RqmfYUtRRFtKTc5DV 30.488 5 740933.71665250 3.68010379
762 195090 193822 1638757400 MmP4xhitsu4J6dDrAs7afmznotBX4aCu3wR 49.82 5 740983.53665250 6.01360440
763 195494 194173 1638768510 Mmcb3qG8yRXfRcZ85UZXKoqC7yRykhTiq7U 212 5 741195.53665250 25.58980596
764 196010 194567 1638779840 MmWjoibMmPLG6e3ZZKXbK6Y7E6vpXqrtJuh 5000 5 746195.53665250 603.53315957
765 196440 194919 1638790031 MmMvXPVM6mphk4xg2d5WGhLEKzQ2ALqAq9o 210 5 746405.53665250 25.34839270
766 196594 195045 1638793867 MmbyzgUMHJeiHfhgUWpghdKpUDb7DkyXRqt 4500 5 750905.53665250 543.17984361
767 197006 195430 1638804930 MmiFN1oH8urXTencsxWPLCLAAYHTndTczzg 1000 5 751905.53665250 120.70663191
768 197018 195438 1638805177 MmNkqvsAXgRhqZat549yoDzFxeFjYc1AEhE 414 5 752319.53665250 49.97254561
769 197062 195478 1638806661 MmTRRA5a137nWC2khc7sxhiVtct5CkFNw3C 3 5 752322.53665250 0.36211989
770 197187 195593 1638810309 MmfMDdLdxycAeUUpQmo6bC2it7aM5tCeEcE 4900 5 757222.53665250 591.46249637
771 198694 197004 1638852841 MmimBJ4cem7ZUvyLt3BS4G4Vz3qMA7Ubfxq 12.86013889 5 757235.39679139 1.55230405
772 198992 197235 1638859591 MmKyXQezZsz2MfHfojkJeuxhPKd2Cyy96L6 500 5 757735.39679139 60.35331595
773 199002 197244 1638859892 MmNkqvsAXgRhqZat549yoDzFxeFjYc1AEhE 186 5 757921.39679139 22.45143353
774 199597 197710 1638873673 MmLH1F6S3iNPwE12mhNRqcoHGxYiiWstD9d 2500 5 760421.39679139 301.76657978
775 199850 197912 1638879864 MmY5eGMm7FyNQ4mBfXhP4AvvuYqe1htnBZN 500 5 760921.39679139 60.35331595
776 201977 199867 1638938244 MmeRJwnpKThkfBwY4xGqo4MgVeMwwJ1iqUX 109 4 761030.39679139 10.52561830
777 202431 200232 1638949607 MmXHbwV4PVRhnfPYA2Zqa4af7MJsZH3HuuK 28 4 761058.39679139 2.70382855
778 202482 200271 1638950703 MmWgKrQS1gWPempAVfqBZpUwxCkPF4jsEps 500 4 761558.39679139 48.28265276
779 202932 200632 1638961676 MmNkqvsAXgRhqZat549yoDzFxeFjYc1AEhE 498 4 762056.39679139 48.08952215
780 203020 200711 1638964018 MmhbU4qoj3tabg7XkENevyrFxqCmZPLF9Cc 28 4 762084.39679139 2.70382855
781 203176 200841 1638968238 MmVsfChfXVWULSrZUpH5BrZ76uDuQa9Wn5T 185 4 762269.39679139 17.86458152
782 204994 202509 1639018162 MmXHbwV4PVRhnfPYA2Zqa4af7MJsZH3HuuK 14 4 762283.39679139 1.35191427
783 205326 202806 1639027346 MmX1tn2yNBVT3iGnX4U4wXPAyzzJZuJTvSD 500 4 762783.39679139 48.28265276
784 205448 202909 1639030252 MmVBSibBfxFLMvrGKNoTD6VJWGYMmDxXEQj 1000 4 763783.39679139 96.56530553
785 205611 203058 1639034468 MmUZdQHKKiZm2gpfNYvJxX4xRZn5N5MmSho 1000 4 764783.39679139 96.56530553
786 207927 205038 1639093883 MmLQB7g7VsLxo882fL4iEtLTyMrzevoCMQA 500 4 765283.39679139 48.28265276
787 208230 205305 1639102268 MmguKTvDdpq668U4DfsUFZXVBYjKYbha5pn 1000 4 766283.39679139 96.56530553
788 208442 205468 1639107216 MmPUKh93iWEFtgbQH6pSJeMyahdtvSZT4PF 501 4 766784.39679139 48.37921807
789 208451 205476 1639107402 MmNkVXfVtKXp9pVxPuUHQqvtnen4D331rrE 500 4 767284.39679139 48.28265276
790 208459 205482 1639107773 MmLUPq8HMfz8dk9P28dG86SoVXYjLJ8weGu 50 4 767334.39679139 4.82826527
791 208897 205825 1639117987 MmgXqUQc6TZEfyZPMefVaVJpudBvVGF6a2c 29 4 767363.39679139 2.80039386
